filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,contrast,mel,tempo,onset,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
song_28.mp3,0.27347689867019653,0.15750573575496674,1616.72109600086,1861.1294503507168,3211.8361340218653,0.057011245081914345,23.25227494281468,6.381964206695557,0.21133167247045714,984.4344827586207,0.023655564260634712,-162.6329803466797,107.6801986694336,-23.084423065185547,34.48544692993164,-3.948194980621338,0.034863073378801346,-7.749037265777588,0.5983496308326721,-13.206172943115234,9.278327941894531,-7.80987024307251,-6.631701469421387,-9.398700714111328,2.849219560623169,-9.825176239013672,-3.215118169784546,-9.743721008300781,0.9039946794509888,-7.946225643157959,0.4381016492843628,-5.297799110412598,-4.55146598815918,-6.399203300476074,-1.6061359643936157,-6.13421106338501,-0.7144448757171631,-3.5460586547851562,-1.2474502325057983,-6.266961574554443,-2.2300102710723877,-7.213615894317627,-0.4101468026638031,2.5300965309143066,5.774552822113037,4.085912227630615,7.724223613739014,5.171297550201416,2.825361490249634,2.2958567142486572,2.104872465133667,Anandabhairavi
song_27.mp3,0.21555007994174957,0.5356165766716003,1475.5907060989916,1874.6273186199296,2758.2333213404604,0.05020579366615067,22.436284672751416,75.4955062866211,0.19680402729450613,1058.9864864864865,0.020147978174683858,-59.55730056762695,117.20710754394531,-8.827216148376465,26.092832565307617,0.3829103410243988,-13.683271408081055,-7.26871395111084,-3.3949403762817383,-21.2042179107666,-1.5748449563980103,-12.14241886138916,-3.4803273677825928,-1.8616467714309692,-1.6562789678573608,-4.542807102203369,-3.249052047729492,-5.757944583892822,2.824059247970581,-4.075495719909668,-3.5185539722442627,-6.159632205963135,-7.027418613433838,-6.597588062286377,-1.8909471035003662,-4.32505464553833,-3.7822494506835938,-5.124269485473633,-1.6338729858398438,-1.9651376008987427,4.957858562469482,5.442527770996094,10.018769264221191,8.858675956726074,7.704597473144531,3.8086330890655518,4.283393383026123,4.69757604598999,6.131015300750732,2.7837376594543457,1.821159839630127,Anandabhairavi
song_29.mp3,0.24038094282150269,0.6849045157432556,1794.7462811902842,2076.168869666326,3562.37845878483,0.054168480714654285,20.866103682770603,124.1753158569336,0.18105612004334198,1093.1139896373056,-0.006992068276283851,-11.941493034362793,97.762939453125,-14.749395370483398,23.920452117919922,-3.198420286178589,-7.598843574523926,-3.843454599380493,-3.702584743499756,-12.454544067382812,-3.2953126430511475,-11.313593864440918,-7.2808098793029785,-4.861430644989014,-1.4934556484222412,-2.5392165184020996,1.0979268550872803,-0.7729146480560303,1.2242099046707153,-3.0851030349731445,-1.3357808589935303,-2.2701070308685303,-1.5959382057189941,-3.7086970806121826,-1.0852566957473755,-3.69386887550354,-0.946715235710144,-2.911036491394043,-1.778719425201416,-0.7299109697341919,3.9144697189331055,7.044642925262451,10.576000213623047,9.343799591064453,7.7152791023254395,4.679080009460449,5.355776786804199,3.7820236682891846,5.376346588134766,4.04332160949707,3.2084238529205322,Anandabhairavi
song_7.mp3,0.29800060391426086,0.06311386078596115,1455.5021108432477,1180.0590726134,2540.473526993034,0.1031437451625387,29.233815351464653,1.168204426765442,0.23665026612485257,966.6544117647059,0.06432185576111422,-244.8598175048828,136.8266143798828,-76.02877807617188,16.64024543762207,-25.77668571472168,-26.141660690307617,-35.46063995361328,-44.271568298339844,-10.29059886932373,-11.036398887634277,-5.87056827545166,-28.11648941040039,-20.94244384765625,1.4040025472640991,-1.9270704984664917,-7.342245578765869,-15.851625442504883,-2.200317144393921,-9.272997856140137,-4.278756618499756,3.6035943031311035,-14.903251647949219,-1.0859086513519287,-1.669192910194397,-10.124580383300781,-9.534951210021973,-8.32862377166748,6.172607898712158,1.178746223449707,0.24411414563655853,0.5885100960731506,-5.880593776702881,-3.802671432495117,-4.742537021636963,-0.5847057104110718,-3.9662787914276123,-3.1429405212402344,3.0413708686828613,-1.9273818731307983,-2.777608871459961,Anandabhairavi
song_26.mp3,0.21584509313106537,0.2041180431842804,1177.6397956679566,1528.1603391500448,2017.1378026436726,0.05098432259416925,23.625005645611378,10.558760643005371,0.2908969914838202,883.2380952380952,-0.011188418443092396,-143.66458129882812,143.03675842285156,-9.0758638381958,15.90090274810791,-26.77817726135254,1.7613445520401,1.6385836601257324,1.7374228239059448,-13.270284652709961,3.5624144077301025,-1.2169219255447388,-4.698422431945801,-11.885265350341797,0.305948942899704,-3.263611316680908,-0.2766055464744568,-7.446115493774414,-0.1162099614739418,-7.0111494064331055,-3.026231527328491,-8.407958030700684,-2.494615077972412,-8.672492027282715,-5.069744110107422,-6.37926721572876,6.6693010330200195,13.385064125061035,20.79500389099121,16.666683197021484,15.697955131530762,3.1878960132598877,-5.165402412414551,-5.93991756439209,4.418085098266602,5.435493469238281,2.073014259338379,-4.766636371612549,-3.410281181335449,0.030878355726599693,6.480911731719971,Anandabhairavi
song_22.mp3,0.237473726272583,0.1067434772849083,628.0662436360485,871.8173145398301,836.811606581366,0.03941598740647575,22.279658768972563,3.855949640274048,0.24786443007277767,753.5964912280701,0.033709116777540744,-311.510009765625,189.5797119140625,50.701576232910156,3.1757354736328125,-13.881113052368164,-5.16519832611084,5.015169620513916,-19.021474838256836,-20.2423038482666,5.342304706573486,3.265082836151123,-12.09671401977539,-8.56318187713623,-0.9239721894264221,-4.327858924865723,-9.145041465759277,-7.620027542114258,-2.815194845199585,0.06898245215415955,-0.5904689431190491,-0.8062061071395874,0.3389803469181061,0.4654625654220581,0.7489701509475708,0.10751919448375702,-1.3029757738113403,-0.5845330953598022,-1.6467760801315308,-4.53798770904541,-3.285127639770508,-1.535165548324585,-3.0135385990142822,-1.8238928318023682,1.8156273365020752,0.7752708196640015,-2.2548131942749023,-1.9784362316131592,-2.5160293579101562,-3.749467372894287,-1.7483023405075073,Anandabhairavi
song_23.mp3,0.3705237805843353,0.039609864354133606,1650.0436652132955,1416.4829198851728,2478.4239021986264,0.12478029863261093,22.298978881814538,0.32354995608329773,0.24115119508012597,1022.8235294117648,-0.010769015981960756,-239.47552490234375,142.60052490234375,-64.66551208496094,-7.362077713012695,10.521936416625977,29.256433486938477,-22.79678726196289,4.345996379852295,4.456381320953369,1.744017243385315,-9.217370986938477,3.5666582584381104,-9.736682891845703,1.531728744506836,-3.756878614425659,2.698745012283325,-3.6116204261779785,4.11287260055542,-7.151192665100098,0.9194537997245789,-7.662173748016357,3.763489007949829,0.13160905241966248,1.8169941902160645,-1.5271271467208862,4.576347351074219,-5.006476879119873,0.6163277626037598,-2.645214319229126,-1.0168757438659668,-5.779702663421631,2.6826119422912598,-5.153580665588379,-1.8812847137451172,0.26482298970222473,-3.2207112312316895,-4.27763032913208,0.9104152321815491,-7.424735069274902,-3.208880662918091,Anandabhairavi
song_25.mp3,0.3631826639175415,0.05369977280497551,352.80887079777983,764.6997547088405,418.5752467105263,0.019281818401702785,19.540002672780115,1.0642647743225098,0.11650253453546792,1013.4886363636364,0.006580330535182081,-426.20556640625,150.67710876464844,83.45186614990234,39.23800277709961,18.905128479003906,12.507171630859375,9.617477416992188,3.1174070835113525,1.0430374145507812,1.8588889837265015,-2.3669209480285645,-5.265992641448975,-3.119227647781372,-1.0968270301818848,-0.7695395350456238,-1.6563040018081665,-2.609437942504883,-2.6413207054138184,-3.1919851303100586,-3.5360147953033447,-2.7322640419006348,-2.655209541320801,-2.8424973487854004,-2.007317543029785,-1.2089004516601562,-1.0339350700378418,-1.4171634912490845,-1.5345019102096558,-0.6625729203224182,-0.7489120364189148,-2.3011913299560547,-2.9417948722839355,-2.6866748332977295,-2.803623676300049,-2.8147695064544678,-2.190521001815796,-1.4876068830490112,-1.9254810810089111,-3.135687828063965,-3.521334409713745,Anandabhairavi
song_21.mp3,0.34319737553596497,0.0773555114865303,1688.0200045334475,1205.6235887979558,2593.0676534079917,0.14765594765866874,21.67880497492707,1.2164256572723389,0.15132643450425323,992.1634615384615,0.01346646072430773,-217.13247680664062,152.03428649902344,-87.06258392333984,27.022695541381836,48.98005294799805,-4.218679904937744,-0.25473591685295105,7.5637688636779785,-10.747013092041016,15.889897346496582,-7.415046215057373,2.6363182067871094,15.121152877807617,-9.652451515197754,-6.779232501983643,6.406722068786621,-10.200618743896484,4.953782558441162,7.036202907562256,-3.7350540161132812,0.0739419162273407,-0.22912873327732086,-2.5221505165100098,1.8662701845169067,1.0474663972854614,0.7631545662879944,-3.0498831272125244,-4.119493007659912,0.3888890743255615,-1.7116971015930176,-7.556223392486572,-0.8989805579185486,4.044466972351074,-0.6578617095947266,2.8178982734680176,2.8076000213623047,-3.223799705505371,-0.60899418592453,-1.1859062910079956,-0.809575617313385,Anandabhairavi
song_24.mp3,0.28509408235549927,0.05176782235503197,356.6688741449971,765.1848610012378,438.7973466524768,0.019039189483359132,19.673641137807653,0.8666104674339294,0.23820271559477038,984.4285714285714,-0.002924046050337075,-442.2763671875,157.4340057373047,89.05892181396484,49.09054183959961,21.812149047851562,8.378033638000488,8.180047035217285,2.4782118797302246,-5.846569061279297,-5.311144828796387,-4.342867374420166,-4.897984027862549,-1.94710373878479,1.9086086750030518,2.9161717891693115,-0.8416423797607422,-5.615184783935547,-4.287476062774658,-1.4194732904434204,-2.601527214050293,-4.064598083496094,-3.833022117614746,-3.177957057952881,-1.377925992012024,0.5687404274940491,0.7646360397338867,-0.07577739655971527,-1.0111675262451172,-1.6307865381240845,-2.5125222206115723,-3.8127493858337402,-3.4142141342163086,-1.928660273551941,-3.425685167312622,-5.363720417022705,-1.5940855741500854,3.4963788986206055,4.341731548309326,4.020628452301025,3.2511494159698486,Anandabhairavi
